country,city,lat,lng,population
United States,Stony Point,41.2593,-74.0112,14793
China,Shuichecun,24.0900,116.0174,14792
Zambia,Kapiri Mposhi,-13.9772,28.6847,14792
United States,Bensville,38.6176,-77.0077,14792
Poland,Dęblin,51.5667,21.8614,14791
Poland,Łapy,52.9833,22.8833,14790
Germany,Harsefeld,53.4500,9.5000,14789
Morocco,Ezzhiliga,33.3000,-6.5333,14788
Russia,Sortavala,61.7056,30.6958,14787
Brazil,Araputanga,-15.4708,-58.3528,14786
Brazil,Itamonte,-22.2839,-44.8700,14786
Mali,Konina,12.4567,-5.7725,14786
Madagascar,Fiadanana,-18.2250,46.8844,14784
Peru,Lampa,-15.3636,-70.3656,14780
Russia,Dubovka,49.0500,44.8333,14779
France,Le Raincy,48.9000,2.5167,14778
Algeria,Oulad Dahmane,36.3667,3.4667,14777
United Kingdom,Armagh,54.3499,-6.6546,14777
United States,Greensburg,40.3113,-79.5445,14777
India,Sanquelim,15.5027,73.7669,14776
United States,Morris,41.3749,-88.4304,14775
Brazil,Sítio do Quinto,-10.3500,-38.2169,14773
France,Verrières-le-Buisson,48.7464,2.2674,14772
Italy,Laterza,40.6333,16.8000,14771
Germany,Hückeswagen,51.1450,7.3417,14770
United Kingdom,Marlow,51.5700,-0.7800,14770
Brazil,Tabatinga,-21.7169,-48.6878,14769
India,Kamrāwān,25.6956,85.8380,14768
India,Curtorim,15.2800,74.0300,14766
Mongolia,Harhorin,47.2000,102.8333,14765
India,Hasanpur Juned,25.5915,85.5238,14764
Belgium,Lummen,50.9862,5.1927,14762
Romania,Chitila,44.5083,25.9819,14762
United Kingdom,Bo’ness,56.0168,-3.6089,14760
Japan,Obanazawa,38.6000,140.4000,14760
Mali,Diankabou,14.5844,-3.0814,14760
Brazil,Tavares,-7.6358,-37.8783,14759
France,Fameck,49.3000,6.1100,14759
India,Cherupazhasshi,12.0916,75.4414,14759
United States,Lebanon,43.6353,-72.2531,14759
Japan,Hirono,40.4085,141.7187,14757
Romania,Luduş,46.4778,24.0961,14757
Romania,Cumpăna,44.1128,28.5558,14757
United Kingdom,Penrith,54.6648,-2.7548,14756
Kazakhstan,Maqat,47.6500,53.3167,14756
Philippines,Matungao,8.1300,124.1700,14756
Chile,Tiltil,-33.0817,-70.9278,14755
United States,Worthington,40.0950,-83.0209,14754
Germany,Uhingen,48.7058,9.5919,14753
United States,Lockhart,28.6270,-81.4354,14753
Algeria,El Ateuf,32.4775,3.7478,14752
Benin,Briniamaro,10.7411,2.0731,14751
France,Romilly-sur-Seine,48.5167,3.7275,14751
United Kingdom,Balham,51.4434,-0.1525,14751
Madagascar,Vohipeno,-22.3569,47.8407,14751
United States,Antioch,42.4742,-88.0721,14751
Canada,Pincourt,45.3833,-73.9833,14751
Brazil,Mozarlândia,-14.7450,-50.5708,14750
United States,Whitefish Bay,43.1131,-87.9003,14750
United Kingdom,Teignmouth,50.5515,-3.4886,14749
India,Perunkolattūr,12.0430,78.9174,14749
Benin,Sinmpérékou,11.2333,2.4167,14748
Italy,Sasso Marconi,44.4000,11.2500,14747
Azerbaijan,Masallı,39.0324,48.6722,14746
Brazil,Entre Rios de Minas,-20.6708,-44.0658,14746
Russia,Danilov,58.1833,40.1667,14746
United States,Hammonton,39.6572,-74.7678,14746
India,Ijra,26.3119,86.0037,14745
United Kingdom,Banbridge,54.3490,-6.2700,14744
South Africa,Eshowe,-28.8883,31.4483,14744
Colombia,Cocorná,6.0569,-75.1853,14743
Bolivia,Punata,-17.5500,-65.8333,14742
India,Garhpura,25.6638,86.1818,14741
Nicaragua,San Juan del Sur,11.2500,-85.8667,14741
United Kingdom,Tredegar,51.7776,-3.2407,14740
United Kingdom,Larkhall,55.7370,-3.9720,14740
Morocco,Boula’wane,32.8607,-8.0530,14740
United States,Chatham,39.6733,-89.6934,14740
United States,Cecil,40.3147,-80.1942,14740
Canada,Mississippi Mills,45.2167,-76.2000,14740
India,Vaddāpalli,18.5323,77.8959,14737
Mali,Youdiou,14.2772,-3.1703,14737
Ukraine,Burshtyn,49.2583,24.6278,14737
United Kingdom,Bodmin,50.4660,-4.7180,14736
India,Andūrkonam,8.5969,76.8664,14736
Mexico,Tepetzintla,21.1658,-97.8511,14736
Netherlands,Breukelen,52.1717,5.0017,14736
Argentina,Pilar,-31.6833,-63.9000,14735
United States,Deming,32.2631,-107.7525,14735
France,Bailleul,50.7392,2.7333,14734
Algeria,Labiod Medjadja,36.2500,1.4000,14733
Egypt,Sakhā,31.0881,30.9456,14733
United States,Guilford,39.8811,-77.6012,14733
Chile,Río Negro,-40.7833,-73.2000,14732
United States,Sullivan,43.0923,-75.8794,14732
Brazil,Pindaí,-14.4928,-42.6869,14731
Russia,Tsimlyansk,47.6478,42.0961,14731
Algeria,Chaabat el Leham,35.3361,-1.1011,14730
Germany,Langwedel,52.9667,9.2167,14729
Lebanon,Joubb Jannîne,33.6333,35.7833,14728
Germany,Selb,50.1667,12.1333,14727
Dominica,Roseau,15.3014,-61.3883,14725
Mexico,Loreto,26.0128,-111.3433,14724
Turkey,Söğütlü,40.9000,30.4833,14724
Iran,Neqāb,36.7108,57.4100,14723
Japan,Matsushige,34.1339,134.5803,14723
Morocco,Bou Djeniba,32.9000,-6.7833,14722
United States,Ramsey,41.0595,-74.1454,14722
India,Bāladharmāram,17.4104,79.9690,14721
Nicaragua,Muy Muy,12.7667,-85.6333,14721
United Kingdom,Prestwick,55.4956,-4.6142,14720
Malta,San Ġwann,35.9094,14.4786,14720
Brazil,Alagoinha,-12.3333,-42.0833,14718
United States,Hickory Hills,41.7248,-87.8280,14718
Colombia,Riofrío,4.1561,-76.2878,14716
Czechia,Varnsdorf,50.9117,14.6183,14716
Morocco,Oulad Driss,31.9996,-8.2276,14716
Germany,Hilchenbach,50.9983,8.1094,14714
India,Sāhit,25.5888,85.7948,14714
Morocco,Mediouna,33.4500,-7.5100,14712
United Kingdom,Troon,55.5400,-4.6600,14710
India,Chhāpia,26.0831,84.8447,14710
Brazil,Tarumirim,-19.2808,-42.0069,14709
Italy,Paola,39.3667,16.0333,14709
Madagascar,Androrangavola,-21.5037,47.7174,14709
Kyrgyzstan,Uch-Korgon,40.2288,72.0592,14708
Peru,San Ramón,-11.1247,-75.3569,14708
United States,Lockhart,29.8785,-97.6831,14708
Brazil,Triunfo,-7.8378,-38.1019,14705
Colombia,Purísima de la Concepción,9.2333,-75.7333,14705
China,Shimubi,19.1645,110.3043,14702
Italy,Santa Croce sull’ Arno,43.7202,10.7727,14702
Hungary,Tiszaújváros,47.9228,21.0519,14700
Uganda,Hima,0.2906,30.1775,14700
Uzbekistan,Tinchlik,40.4264,71.4956,14700
India,Tirumalaiyampālaiyam,10.8790,76.9295,14699
Latvia,Cēsis,57.3131,25.2747,14699
India,Kōteshwar,13.6070,74.7500,14697
Brazil,Tapes,-30.6728,-51.3958,14695
Chile,Villa Alegre,-35.6747,-71.7439,14695
Italy,Surbo,40.4000,18.1333,14695
Italy,Ospitaletto,45.5553,10.0733,14694
Japan,Nishinoomote,30.7325,130.9969,14694
Benin,Onklou,9.5000,1.9833,14693
Mexico,Tlaxcala,19.3125,-98.2400,14692
France,Saint-Jean-de-Luz,43.3900,-1.6600,14690
Philippines,Lope de Vega,12.2983,124.6238,14690
Germany,Kirchhatten,53.0184,8.3500,14688
India,Kodāngipatti,9.9920,77.4332,14688
Mauritius,Baie du Tombeau,-20.1138,57.5066,14687
India,Kurumbalūr,11.2360,78.8005,14686
United States,Cedar Lake,41.3696,-87.4389,14686
United States,Alexander City,32.9229,-85.9358,14686
Germany,Abensberg,48.8000,11.8500,14685
Italy,Collecchio,44.7527,10.2157,14684
Madagascar,Ankadinandriana,-19.0586,47.6633,14684
Brazil,Coremas,-7.0139,-37.9458,14683
India,Paramati,11.1544,78.0213,14683
Spain,La Carolina,38.2667,-3.6167,14681
Italy,Rubiera,44.6500,10.7833,14680
Germany,Pattensen,52.2667,9.7667,14678
France,Lognes,48.8360,2.6278,14678
Germany,Montabaur,50.4375,7.8258,14677
United Kingdom,Melksham,51.3710,-2.1380,14677
Cameroon,Ngoulemakong,3.0833,11.4333,14675
Madagascar,Mahatsinjo,-17.7487,47.0172,14675
Congo (Brazzaville),Enyellé,2.8119,18.0136,14674
Brazil,Caiapônia,-16.9569,-51.8100,14673
United States,Broadlands,39.0168,-77.5167,14673
Bulgaria,Chirpan,42.1981,25.3304,14672
Madagascar,Ranomafana,-18.9598,48.8460,14672
Belgium,Thuin,50.3398,4.2874,14671
United Kingdom,Wibsey,53.7672,-1.7728,14671
Italy,Corridonia,43.2482,13.5075,14670
United States,Sterling,41.7996,-89.6956,14670
India,Mānantheri,11.8428,75.6150,14667
Algeria,Bellaa,36.2000,5.8500,14666
Chad,Béré,9.3156,16.1597,14666
India,Pudur,9.0001,77.2076,14665
Russia,Navashino,55.5500,42.2000,14664
United States,Lakeland North,47.3374,-122.2812,14664
Morocco,Esbiaat,32.2044,-8.5608,14662
Norway,Malvik,63.4333,10.6833,14662
Dominican Republic,Las Guáranas,19.2000,-70.2200,14661
Spain,Santa Marta de Tormes,40.9494,-5.6325,14661
Japan,Kushimoto,33.4667,135.7833,14661
Ukraine,Slobozhanske,48.5336,35.0781,14661
Colombia,Condoto,5.1000,-76.6500,14660
Mongolia,Dzuunmod,47.7069,106.9528,14660
Slovakia,Kysucké Nové Mesto,49.3000,18.7833,14660
United States,Thonotosassa,28.0464,-82.2910,14660
India,Kamalganj,27.2700,79.6500,14659
Morocco,Madagh,35.0133,-2.3397,14659
Canada,St. Clair,42.7833,-82.3500,14659
India,Rasulpur Dhuria,25.5693,87.0375,14658
United States,Owosso,42.9955,-84.1760,14658
United States,Black Forest,39.0608,-104.6752,14658
United States,Gladeview,25.8395,-80.2368,14657
Poland,Złotoryja,51.1333,15.9167,14656
United States,Greendale,42.9371,-88.0018,14656
Brazil,Capinópolis,-18.6819,-49.5700,14655
Botswana,Mmopone,-24.5669,25.8733,14655
Algeria,Djanet,24.5550,9.4853,14655
Kyrgyzstan,At-Bashy,41.1725,75.7968,14655
Italy,Malo,45.6582,11.4047,14654
Spain,Alginet,39.2625,-0.4683,14652
Japan,Kujūkuri,35.5333,140.4333,14652
India,Mulakād,9.8902,76.6546,14651
Poland,Boguszów-Gorce,50.7667,16.2000,14648
India,Kaonke,30.7659,75.4172,14646
Belgium,Sprimont,50.5053,5.6618,14645
France,Saint-Brevin-les-Pins,47.2486,-2.1656,14645
United States,Chippewa Falls,44.9358,-91.3902,14643
Haiti,Ferrier,19.6155,-71.7779,14642
India,Vubatalai,11.3597,76.7649,14640
Madagascar,Mangamila,-18.5667,47.8667,14640
Mexico,Mineral del Monte,20.1333,-98.6667,14640
Niger,Gouré,13.9874,10.2700,14639
Peru,Sisa,-6.6142,-76.6936,14639
Morocco,Targuist,34.9500,-4.3000,14638
Mexico,Técpan de Galeana,17.2500,-100.6833,14638
Poland,Limanowa,49.7006,20.4267,14635
India,Tiruvāsaladi,11.4013,79.7746,14634
Netherlands,Woudrichem,51.8128,5.0003,14634
Philippines,Mahinog,9.1500,124.7800,14634
Ukraine,Bilozerske,48.8667,37.1333,14634
Iran,Sepīdān,30.2594,51.9853,14633
Canada,Terrace,54.5164,-128.5997,14633
Austria,Ternitz,47.7167,16.0333,14632
Colombia,Cómbita,5.7500,-73.2500,14632
France,Montmagny,48.9744,2.3467,14632
United Kingdom,Farnborough,51.3591,0.0741,14632
Italy,Rosà,45.7167,11.7667,14632
Latvia,Sigulda,57.1539,24.8544,14632
Brazil,Rio Piracicaba,-19.9289,-43.1739,14631
Brazil,Teixeira,-7.2228,-37.2539,14631
Germany,Langenselbold,50.1833,9.0333,14630
Algeria,Djebahia,36.4764,3.7578,14630
Mali,Pinia,14.2639,-3.9464,14630
Japan,Misaki,34.3167,135.1500,14629
United States,Beacon,41.5036,-73.9655,14629
United States,Hutchinson,44.8855,-94.3768,14629
United States,Hanover,40.8197,-74.4287,14627
Canada,Mercier,45.3200,-73.7500,14626
Greece,Néa Alikarnassós,35.3167,25.1833,14624
Hungary,Abony,47.1892,20.0053,14624
Morocco,Goulmima,31.6944,-4.9592,14624
Ukraine,Bohodukhiv,50.1617,35.5256,14624
Uganda,Lumino,0.3250,33.9958,14624
Benin,Dahé,6.5167,1.9500,14622
Germany,Immenstadt im Allgäu,47.5667,10.2167,14622
India,Alangānallūr,10.0470,78.0903,14622
United Kingdom,Port Glasgow,55.9340,-4.6906,14620
Greece,Rafína,38.0167,24.0000,14620
Italy,Magione,43.1500,12.2000,14620
Mexico,Zontecomatlán de López y Fuentes,20.7667,-98.3333,14620
South Africa,Vredefort,-27.0167,27.3833,14619
Germany,Neubiberg,48.0833,11.6833,14618
United Kingdom,Ringwood,50.8829,-1.7314,14618
Philippines,Boston,7.8697,126.3761,14618
Brazil,Cambuci,-21.5750,-41.9108,14616
Honduras,Guajiquiro,14.1209,-87.8303,14616
India,Kankipādu,16.4500,80.7833,14616
Romania,Negreşti-Oaş,47.8694,23.4242,14616
France,Bar-le-Duc,48.7719,5.1603,14615
Germany,Neutraubling,48.9936,12.1953,14614
Germany,Wilsdruff,51.0522,13.5383,14613
India,Vemulūru,16.9337,81.8057,14613
Italy,Roncade,45.6246,12.3766,14613
Congo (Kinshasa),Kiri,-1.4955,18.9277,14612
India,Paliaturutu,10.2959,76.1581,14611
Kenya,Bartabwa,0.8380,35.8097,14611
China,Huasuo,35.4043,107.0869,14610
Italy,Castellammare del Golfo,38.0264,12.8806,14610
Philippines,Batuan,12.4222,123.7817,14610
United States,Naranja,25.5164,-80.4222,14610
Belgium,Anzegem,50.8333,3.4667,14609
Germany,Hatten,53.0083,8.3167,14608
Ireland,Tullamore,53.2667,-7.5000,14607
Turkey,İspir,40.4836,40.9953,14607
United States,Monticello,45.2991,-93.7996,14607
Germany,Tornesch,53.7000,9.7167,14606
France,Montesson,48.9085,2.1496,14606
United Kingdom,Lowton,53.4710,-2.5690,14605
Italy,Carmignano,43.8103,11.0149,14605
Japan,Suō-Ōshima,33.9167,132.2333,14605
Uruguay,Río Branco,-32.5972,-53.3833,14604
United States,Fraser,42.5388,-82.9496,14604
India,Sinha,25.6902,84.6291,14603
Morocco,Ayt ’Attou ou L’Arbi,31.5456,-8.2967,14603
United States,Swansea,38.5507,-89.9858,14603
Croatia,Sveti Ivan Zelina,45.9500,16.2333,14602
Brazil,Arroio dos Ratos,-30.0769,-51.7289,14601
Dominican Republic,Cabarete,19.7511,-70.4083,14600
Uzbekistan,Uzun,38.3667,68.0056,14600
United Kingdom,Chigwell,51.6225,0.0723,14599
Turkey,Çay,38.5833,31.0333,14599
Brazil,Nova Ponte,-19.1983,-47.7272,14598
Bulgaria,Nesebar,42.6595,27.7247,14596
Germany,Lauda-Königshofen,49.5686,9.7039,14596
United States,Great Bend,38.3593,-98.8015,14596
Morocco,Masmouda,34.7862,-5.7078,14594
India,Holalagondi,15.4873,77.0464,14593
United States,Falls Church,38.8847,-77.1751,14593
Poland,Jędrzejów,50.6333,20.3000,14592
United States,Red Bluff,40.1735,-122.2413,14592
Italy,Guastalla,44.9214,10.6542,14591
Germany,Plochingen,48.7117,9.4164,14590
India,Sātyūn,28.5667,75.1167,14590
Bolivia,Villa Yapacaní,-17.4028,-63.8850,14589
Japan,Yokoshiba,35.6500,140.4833,14589
India,Kelamangalam,12.6031,77.8519,14588
India,Dinmānpur,25.9112,85.9288,14588
Brazil,Palmeirais,-5.9778,-43.0633,14587
Pakistan,Sangota,34.7833,72.4167,14587
Guatemala,Granados,14.9139,-90.5233,14585
Serbia,Čajetina,43.7500,19.7167,14585
France,Saint-Genis-Pouilly,46.2437,6.0250,14584
India,Thillangéri,11.9500,75.6167,14583
Morocco,Oulad Bou Rahmoun,32.2954,-6.6668,14583
Argentina,Tostado,-29.2333,-61.7667,14582
India,Balīgaon,25.4196,84.4951,14582
Turkey,Gümüşhacıköy,40.8667,35.2167,14582
Czechia,Bílina,50.5481,13.7761,14580
Morocco,Al Qbab,32.7333,-5.5167,14580
Taiwan,Lucao,23.4133,120.3092,14579
United States,Alexandria,45.8776,-95.3767,14579
Cyprus,Ágios Athanásios,34.7086,33.0503,14578
Poland,Ząbkowice Śląskie,50.5833,16.8167,14578
Kyrgyzstan,Aleksandrovka,42.8524,74.2224,14577
Brazil,Severínia,-20.8089,-48.8028,14576
United States,Cherryland,37.6792,-122.1038,14575
India,Talya,14.0420,76.1840,14574
India,Kānjikkovil,11.3689,77.5962,14572
India,Jitwārpur Nizāmat,25.8489,85.8006,14571
Italy,Pineto,42.6167,14.0667,14571
Tunisia,Bou Salem,36.6167,8.9667,14571
South Africa,Tzaneen,-23.8333,30.1667,14571
India,Lakkampatti,11.4461,77.4118,14570
Russia,Kuleshovka,47.0833,39.5667,14568
Germany,Sassenberg,51.9897,8.0408,14566
India,Palayad,11.5847,75.7528,14566
India,Akora,26.4721,78.7989,14566
South Africa,Edenburg,-29.7347,25.9369,14566
Algeria,Benfreha,35.6933,-0.4192,14565
India,Paniem,15.5167,78.3500,14565
Bosnia and Herzegovina,Breza,44.0210,18.2610,14564
India,Kottacheruvu,14.1886,77.7658,14564
Spain,Andoain,43.2167,-2.0167,14563
Kenya,Naivasha,-0.7167,36.4333,14563
Kazakhstan,Qazyqurt,41.7598,69.3880,14563
Croatia,Jastrebarsko,45.6667,15.6500,14562
India,Darpa,26.8400,84.9774,14562
North Macedonia,Debar,41.5250,20.5272,14561
"Gambia, The",Essau,13.4833,-16.5333,14560
India,Tiruppāchūr,13.1384,79.8764,14560
United States,Clarkston,33.8117,-84.2403,14560
United States,Key Biscayne,25.6908,-80.1653,14560
Honduras,San Francisco,15.6715,-87.0394,14559
India,Relangi,16.7050,81.6470,14559
Finland,Loviisa,60.4583,26.2333,14557
Thailand,Ban San Phak Wan Luang,18.7049,98.9661,14557
India,Bijaipur,26.0556,77.3697,14555
United States,Caln,40.0014,-75.7619,14555
Brazil,Bicas,-21.7250,-43.0589,14554
Madagascar,Solila,-21.4166,46.6174,14553
Germany,Ratzeburg,53.7000,10.7500,14552
Algeria,Adekar Kebouche,36.6833,4.6667,14552
India,Halwāra,30.7167,75.6500,14551
El Salvador,El Paisnal,13.9667,-89.2167,14551
United States,Wilbraham,42.1270,-72.4308,14551
France,Pontivy,48.0692,-2.9614,14547
Madagascar,Iakora,-23.1039,46.6566,14547
Russia,Talitsa,57.0125,63.7292,14547
United States,Reidsville,36.3376,-79.6725,14547
India,Gundlapelle,16.4102,79.8813,14546
Madagascar,Marofinaritra,-15.0384,50.1171,14546
France,Les Sables-d’Olonne,46.4972,-1.7833,14545
Madagascar,Merimandroso,-18.7517,47.5162,14545
United States,Nolensville,35.9572,-86.6719,14545
United States,Parlier,36.6087,-119.5434,14545
United States,Moultrie,31.1591,-83.7708,14545
Germany,Friedland,51.4217,9.9144,14544
United States,Edgewater,40.8237,-73.9740,14544
Brazil,Pindorama,-21.1858,-48.9069,14542
Thailand,Ban Du,19.9691,99.8589,14542
Algeria,Blidet Amor,32.9514,5.9806,14540
United States,Narragansett,41.4291,-71.4668,14540
Australia,Australind,-33.2800,115.7260,14539
China,Jun Bel,39.2428,106.1922,14538
Russia,Ust’-Ordynskiy,52.8056,104.7622,14538
Switzerland,Arbon,47.5167,9.4333,14537
Brazil,Bom Jesus do Galho,-19.8289,-42.3158,14536
India,Siswa,26.6214,84.6739,14535
Philippines,Bakun,16.7925,120.6614,14535
Trinidad and Tobago,Siparia,10.1333,-61.5000,14535
India,Nāgireddipalli,14.2701,79.1013,14534
Brazil,Rio Paranaíba,-19.1939,-46.2469,14532
Greece,Náfplio,37.5658,22.8000,14532
Algeria,Zaouiet Kounta,27.2167,-0.2000,14531
Algeria,Aïn Nouissy,35.8000,0.0500,14530
India,Kusāha,26.2077,86.9587,14530
Portugal,Falagueira,38.7589,-9.2261,14530
Syria,Sarmīn,35.9040,36.7250,14530
India,Kizhakkummuri,11.3333,75.8167,14529
Thailand,Ban Kaeng,16.3940,102.0586,14529
Germany,Burglengenfeld,49.2000,12.0333,14527
France,Plérin,48.5353,-2.7694,14527
United Kingdom,Thorpe Saint Andrew,52.6354,1.3431,14526
India,Kannamanāyakkanūr,10.5527,77.2690,14526
Philippines,Pualas,7.8200,124.0700,14526
Iran,Dargahān,26.9667,56.0708,14525
Portugal,Cadaval,39.2500,-9.1000,14525
Kosovo,Vitomiricë,42.6950,20.3386,14523
United States,Moorestown-Lenola,39.9659,-74.9643,14523
Germany,Ottweiler,49.3667,7.1667,14522
Hong Kong,Sha Kok Mei,22.3784,114.1941,14522
India,Pandhāna,21.6982,76.2249,14522
Belgium,Herselt,51.0537,4.8828,14521
Côte d’Ivoire,Minignan,9.9974,-7.8359,14521
United States,Salem Lakes,42.5366,-88.1306,14521
United States,West Bradford,39.9633,-75.7160,14520
Colombia,Anapoima,4.5503,-74.5361,14519
Germany,Münster,49.9167,8.8667,14518
United Kingdom,Moston,53.5156,-2.1848,14518
Puerto Rico,Cayey,18.1150,-66.1630,14518
United States,Middlesex,40.5744,-74.5011,14518
Hungary,Törökbálint,47.4356,18.9156,14517
Brazil,Sonora,-17.5769,-54.7578,14516
France,Saint-Fargeau,48.5356,2.5241,14516
India,Pakaryā Harsidhi,26.6526,84.7198,14516
Japan,Tabuse,33.9547,132.0414,14515
Brazil,Rebouças,-25.6208,-50.6928,14514
Mali,Diéramana,12.8517,-5.4003,14514
Mexico,Guachochi,26.8194,-107.0700,14513
Paraguay,Mbuyapey,-26.2210,-56.7565,14512
Poland,Mosina,52.2467,16.8450,14511
Romania,Valea Lupului,47.1833,27.5000,14510
United Kingdom,Chelsfield,51.3582,0.1278,14507
Italy,Oria,40.5000,17.6333,14507
Philippines,Quinapundan,11.1578,125.5208,14507
United Kingdom,Aberdare,51.7130,-3.4450,14506
India,Suwāsra,24.0698,75.6523,14505
Colombia,San Martín de Loba,8.8333,-73.9167,14504
Turkmenistan,Farap,39.1667,63.6000,14503
Canada,Angus,44.3167,-79.8833,14503
Czechia,Turnov,50.5872,15.1569,14502
India,Nadisāl,13.1326,74.7777,14502
India,Gavinivāripālem,15.8378,80.4315,14502
India,Surajpura,25.2576,86.2283,14502
India,Sadhoa,25.4049,87.1980,14501
China,Guanduqiao,29.4792,111.2975,14500
India,Kandela,29.4500,77.3200,14500
Senegal,Sokone,13.8780,-16.3700,14500
Uganda,Oyam,2.2350,32.3850,14500
Canada,West Lincoln,43.0667,-79.5667,14500
Argentina,Ceres,-29.8667,-61.9500,14499
China,Yanhewan,36.7522,109.3678,14499
Algeria,Ouled Sidi Brahim,36.3667,3.7167,14499
United States,Verona,42.9892,-89.5383,14499
Sweden,Ludvika,60.1500,15.1833,14498
Ukraine,Mykolaiv,49.5247,23.9789,14498
Brazil,Tenente Portela,-27.3708,-53.7578,14497
Brazil,Água Fria,-11.8669,-38.7669,14497
Ecuador,San Gabriel,0.5983,-77.8353,14497
France,Bois-Guillaume,49.4614,1.1092,14497
India,Lingāl,16.2833,78.5167,14497
United Kingdom,Morton,51.6094,-2.5249,14496
India,Chinnavādampatti,11.0615,76.9838,14494
Brazil,Poço das Trincheiras,-9.3125,-37.2856,14493
Germany,Niederzier,50.8831,6.4667,14493
India,Lākho,25.4113,86.1792,14493
Philippines,Santa Catalina,17.5917,120.3644,14493
India,Barhni,27.4972,82.7861,14492
United States,Mount Vernon,38.3140,-88.9174,14492
United Kingdom,Deysbrook,53.4290,-2.9340,14490
India,Harduli,22.9278,79.9030,14490
Tunisia,Ksibet el Mediouni,35.6900,10.8500,14490
Germany,Eberbach,49.4667,8.9833,14489
Algeria,Ahmed Rachedi,36.4000,6.1167,14489
Norway,Askim,59.5832,11.1629,14488
Nicaragua,Murra,13.7667,-86.0167,14487
United States,Bothell East,47.8064,-122.1844,14487
Brazil,Araruna,-23.9319,-52.4958,14485
United Kingdom,Thornbury,51.6094,-2.5249,14485
Germany,Olsberg,51.3500,8.4833,14481
Colombia,San Carlos,6.1897,-74.9969,14480
United States,Jasper,33.8508,-87.2710,14480
India,Babhangāwān,25.3674,86.9501,14479
Japan,Fujisaki,40.6561,140.5028,14478
Cyprus,Mésa Geitoniá,34.7022,33.0453,14477
Austria,Eisenstadt,47.8500,16.5167,14476
Brazil,Barroquinha,-3.0189,-41.1369,14476
Germany,Lotte,52.2764,7.9167,14476
Spain,Cehegín,38.0925,-1.7989,14476
India,Nawada,25.5431,85.9240,14476
Belgium,Buggenhout,51.0000,4.2000,14475
Germany,Eching,48.3000,11.6167,14475
United States,Brainerd,46.3553,-94.1983,14474
Philippines,Nampicuan,15.7342,120.6356,14471
Azerbaijan,Qobustan,40.0824,49.4120,14470
Belgium,Haacht,50.9770,4.6384,14470
United States,Hopatcong,40.9541,-74.6593,14470
Spain,Ocaña,39.9569,-3.4967,14469
Thailand,Chai Nat,15.1872,100.1283,14469
Czechia,Tachov,49.7953,12.6331,14468
Hungary,Pilisvörösvár,47.6211,18.9108,14468
Morocco,Douar Oulad Driss,31.9039,-8.3024,14468
Czechia,Lyžbice,49.6669,18.6819,14467
India,Pākala,15.2694,80.0720,14467
India,Markacho,24.3263,85.8346,14467
India,Roh,24.8905,85.6750,14467
Mexico,Tlayacapan,18.9556,-98.9811,14467
United States,Oneonta,42.4551,-75.0666,14467
El Salvador,Huizúcar,13.5833,-89.2333,14465
Hungary,Szarvas,46.8500,20.6000,14464
India,Khallikot,19.6091,85.0861,14464
United States,Goshen,41.3817,-74.3498,14463
India,Tiruvalanjuli,10.9449,79.3286,14460
Italy,Sommacampagna,45.4000,10.8500,14460
North Macedonia,Radoviš,41.6381,22.4644,14460
Zimbabwe,Plumtree,-20.4781,27.7972,14459
United States,East Whiteland,40.0474,-75.5547,14459
Japan,Ichikawamisato,35.5653,138.5025,14458
India,Lagunia Surajkanth,25.8304,85.7887,14457
United States,Wilmington Island,32.0033,-80.9752,14457
United States,Salida,37.7083,-121.0842,14457
Madagascar,Ankaramena,-25.0284,46.7572,14456
Mali,Yangasso,13.0775,-5.3203,14456
Netherlands,Lopik,51.9722,4.9464,14456
Guatemala,Santo Domingo Xenacoj,14.6822,-90.7067,14455
United Kingdom,Southgate,51.6316,-0.1265,14454
India,Tarlapalli,18.8345,79.4907,14454
India,Srīnagar,26.7830,84.3018,14454
Morocco,Zayda,32.8167,-4.9500,14454
Philippines,Larena,9.2490,123.5910,14454
Colombia,Sopetrán,6.5017,-75.7433,14453
Czechia,Ráj,49.8511,18.5639,14453
France,Valenton,48.7450,2.4672,14453
Chile,Santa María,-32.7469,-70.6597,14452
India,Shatrāna,29.9102,76.1202,14452
India,Mansāla,15.9417,77.4281,14452
Brazil,Jacaraú,-6.6122,-35.2928,14450
India,Narahia,26.3681,86.5434,14450
India,Bāra,24.3146,87.9643,14450
United States,Corinth,34.9474,-88.5143,14450
United States,Livingston,37.3875,-120.7248,14450
Japan,Asagiri,32.2403,130.8978,14448
Poland,Brwinów,52.1417,20.7167,14448
Belarus,Masty,53.4170,24.5500,14447
Italy,Tavagnacco,46.1265,13.2152,14447
United States,Skippack,40.2165,-75.4190,14443
United Kingdom,Romsey,50.9890,-1.4966,14442
Portugal,Lagoa,37.7500,-25.5833,14442
United States,Nether Providence,39.8971,-75.3697,14442
China,Xintian,28.1905,107.6719,14441
United States,Alamo,37.8548,-122.0136,14441
United States,Verona,40.8323,-74.2431,14441
United Kingdom,Alloa,56.1160,-3.7930,14440
United States,Dallas,33.9152,-84.8416,14440
Bulgaria,Garmen,41.6000,23.8167,14439
Germany,Eggenfelden,48.4039,12.7642,14439
Algeria,Aït Yaïch,36.5811,4.3303,14439
Germany,Gernsbach,48.7633,8.3342,14438
Italy,Vinci,43.7833,10.9167,14438
United States,Kemp Mill,39.0412,-77.0215,14437
